Levy,Engine volume,Mileage,Cylinders,Airbags
891.0,2.0,87768.0,4.0,4
879.0,3.0,264014.0,4.0,0
879.0,2.206403584851113,132542.0,4.0,10
1017.0,2.0,1600.0,4.0,12
639.0,2.0,87000.0,4.0,12
879.0,2.0,260000.0,4.0,0
879.0,2.206403584851113,5323.0,4.0,0
629.0,1.6,87112.0,4.0,0
919.0,3.0,204318.0,4.0,12
781.0,2.206403584851113,22000.0,4.0,6
879.0,2.206403584851113,83000.0,4.0,8
879.0,2.4,170000.0,4.0,6
879.0,1.6,312118.0,4.0,0
879.0,1.6,130000.0,4.0,6
640.0,2.0,200279.0,4.0,4
765.0,2.0,121000.0,4.0,4
777.0,2.5,154672.0,4.0,4
879.0,2.5,110969.0,4.0,4
779.0,2.5,225510.0,4.0,12
879.0,1.5,210000.0,4.0,3
934.0,2.5,148105.0,4.0,4
769.0,2.2,255456.0,4.0,4
879.0,2.5,111643.0,4.0,4
891.0,2.0,84506.0,4.0,4
645.0,1.8,288000.0,4.0,8
879.0,2.206403584851113,75000.0,4.0,6
1053.0,3.5,94362.0,4.0,12
879.0,1.8,175000.0,4.0,8
879.0,2.0,263190.0,4.0,0
879.0,2.5,193614.0,4.0,0
879.0,3.3,264877.0,4.0,12
830.0,1.5,27656.0,4.0,12
879.0,1.4,16000.0,4.0,10
879.0,2.0,0.0,4.0,2
781.0,2.5,195053.0,4.0,0
879.0,1.6,121362.0,4.0,4
639.0,2.0,69191.0,4.0,4
879.0,1.3,83000.0,4.0,12
760.0,1.8,40772.0,4.0,4
642.0,2.0,172000.0,4.0,4
879.0,2.0,121000.0,4.0,10
879.0,2.0,350000.0,4.0,2
781.0,2.5,148213.0,4.0,0
879.0,2.0,103246.0,4.0,4
891.0,2.0,105394.0,4.0,12
879.0,2.206403584851113,160000.0,4.0,12
879.0,2.206403584851113,333333.0,4.0,0
879.0,1.4,0.0,4.0,6
879.0,3.2,214000.0,4.0,8
966.0,2.0,123346.0,4.0,4
879.0,1.4,80827.0,4.0,12
879.0,2.0,64464.0,4.0,12
879.0,2.0,91760.0,4.0,12
879.0,2.0,275240.0,4.0,0
879.0,2.206403584851113,300000.0,4.0,1
988.0,1.5,318400.0,4.0,6
765.0,2.0,91200.0,4.0,10
917.0,3.0,137802.0,4.0,12
917.0,3.0,151586.0,4.0,12
879.0,1.2,107000.0,4.0,2
879.0,3.0,210408.0,4.0,12
879.0,2.3,100567.0,4.0,4
879.0,2.5,86000.0,4.0,4
687.0,1.6,122740.0,4.0,4
879.0,2.4,144000.0,4.0,16
879.0,2.0,150000.0,4.0,12
879.0,1.3,100000.0,4.0,0
879.0,1.5,178000.0,4.0,4
640.0,2.0,85704.0,4.0,4
836.0,2.0,58962.0,4.0,4
779.0,2.5,90000.0,4.0,12
879.0,1.2,50000.0,4.0,0
777.0,2.5,0.0,4.0,12
879.0,3.3,318358.0,4.0,12
765.0,2.0,71454.0,4.0,0
781.0,2.5,0.0,4.0,6
639.0,2.0,346470.0,4.0,4
891.0,2.0,59515.0,4.0,4
879.0,2.5,115312.0,4.0,12
879.0,2.206403584851113,111111.0,4.0,4
879.0,2.5,74444.0,4.0,4
879.0,2.0,143000.0,4.0,12
879.0,3.5,299709.0,4.0,12
879.0,2.4,135000.0,4.0,8
862.0,2.5,124444.0,4.0,4
879.0,1.5,146403.0,4.0,0
879.0,2.4,142000.0,4.0,6
879.0,2.0,155821.0,4.0,0
879.0,2.0,102907.0,4.0,0
879.0,2.4,130000.0,4.0,6
1017.0,2.0,50930.0,4.0,12
639.0,2.0,264872.0,4.0,4
879.0,1.4,131893.0,4.0,0
751.0,2.4,138958.0,4.0,12
879.0,2.5,121000.0,4.0,1
609.0,2.5,35058.0,4.0,12
697.0,1.8,33330.0,4.0,8
879.0,1.2,141000.0,4.0,4
639.0,2.0,82392.0,4.0,12
879.0,2.206403584851113,180000.0,4.0,6
585.0,1.8,117920.0,4.0,12
891.0,2.0,279787.0,4.0,4
879.0,3.5,227200.0,4.0,16
879.0,2.5,130478.0,4.0,12
781.0,2.5,166144.0,4.0,4
891.0,2.0,258706.0,4.0,4
879.0,1.4,188419.0,4.0,0
690.0,1.5,25807.0,4.0,4
879.0,1.7,180000.0,4.0,8
879.0,2.206403584851113,18918.0,4.0,6
640.0,2.0,137267.0,4.0,4
879.0,1.8,160000.0,4.0,4
879.0,3.5,27358.0,4.0,12
879.0,2.9,84176.0,4.0,6
707.0,2.0,107005.0,4.0,4
879.0,1.6,15000.0,4.0,2
879.0,3.5,124154.0,4.0,12
879.0,1.6,104997.0,4.0,4
924.0,1.8,27728.0,4.0,8
879.0,2.4,121000.0,4.0,4
1077.0,2.0,11566.0,4.0,12
879.0,2.0,4000.0,4.0,0
891.0,2.0,113700.0,4.0,4
584.0,2.206403584851113,69000.0,4.0,8
879.0,2.5,152000.0,4.0,12
879.0,1.5,181926.0,4.0,2
891.0,2.0,50255.0,4.0,4
879.0,2.5,252800.0,4.0,6
915.0,3.0,164488.0,4.0,12
831.0,2.206403584851113,125000.0,4.0,2
879.0,1.4,164574.0,4.0,12
879.0,1.4,156992.0,4.0,12
879.0,2.0,0.0,4.0,2
879.0,2.206403584851113,11000.0,4.0,4
879.0,2.0,90200.0,4.0,12
879.0,3.0,184000.0,4.0,12
1053.0,3.5,149486.0,4.0,12
879.0,2.0,0.0,4.0,0
879.0,1.9,170000.0,4.0,4
879.0,2.5,25000.0,4.0,12
639.0,2.0,113214.0,4.0,12
836.0,2.7,121000.0,4.0,12
879.0,2.4,260000.0,4.0,6
879.0,2.206403584851113,222222.0,4.0,0
917.0,3.0,301707.0,4.0,0
751.0,2.4,175827.0,4.0,12
1055.0,3.5,107800.0,4.0,12
777.0,2.5,115200.0,4.0,8
642.0,2.0,132036.0,4.0,4
879.0,2.0,91000.0,4.0,4
879.0,3.5,129177.0,4.0,4
893.0,1.6,201000.0,4.0,8
765.0,2.0,185811.0,4.0,4
879.0,2.4,121000.0,4.0,2
879.0,2.0,28968.0,4.0,12
879.0,1.8,240000.0,4.0,4
879.0,1.6,98000.0,4.0,12
645.0,1.8,122302.0,4.0,0
879.0,1.5,140000.0,4.0,6
639.0,2.0,120000.0,4.0,4
879.0,2.0,196800.0,4.0,8
879.0,1.6,17200.0,4.0,10
879.0,2.5,120000.0,4.0,0
879.0,1.5,0.0,4.0,4
879.0,1.5,66000.0,4.0,4
879.0,1.5,300000.0,4.0,4
879.0,1.8,230000.0,4.0,6
879.0,1.3,110467.0,4.0,4
879.0,2.0,157000.0,4.0,10
879.0,1.3,64000.0,4.0,4
879.0,1.8,80000.0,4.0,6
640.0,2.206403584851113,179200.0,4.0,16
879.0,2.0,246976.0,4.0,12
777.0,2.5,179918.0,4.0,4
779.0,2.5,92200.0,4.0,12
730.0,2.206403584851113,29000.0,4.0,8
862.0,2.5,216550.0,4.0,12
879.0,2.0,240000.0,4.0,5
879.0,2.0,121000.0,4.0,0
585.0,1.8,50000.0,4.0,10
879.0,1.4,127842.0,4.0,4
831.0,1.6,40193.0,4.0,4
879.0,1.6,180000.0,4.0,6
879.0,1.3,115000.0,4.0,7
879.0,2.0,220474.0,4.0,0
640.0,2.0,132310.0,4.0,12
879.0,2.5,60762.0,4.0,12
836.0,2.0,142264.0,4.0,4
585.0,1.8,227371.0,4.0,12
879.0,2.8,175000.0,4.0,6
642.0,2.0,203440.0,4.0,12
879.0,1.5,70000.0,4.0,4
879.0,2.5,122000.0,4.0,4
879.0,2.5,127000.0,4.0,4
1017.0,2.0,44995.0,4.0,0
586.0,1.8,122324.0,4.0,7
879.0,3.0,111111.0,4.0,10
879.0,3.5,56000.0,4.0,12
879.0,2.0,186048.0,4.0,0
831.0,1.6,98000.0,4.0,4
642.0,2.0,121000.0,4.0,4
879.0,1.5,130000.0,4.0,0
639.0,2.0,169024.0,4.0,4
879.0,1.4,126000.0,4.0,6
1053.0,3.5,200179.0,4.0,12
779.0,2.5,156666.0,4.0,12
879.0,1.4,133195.0,4.0,0
879.0,1.3,114950.0,4.0,4
879.0,2.5,154850.0,4.0,12
879.0,1.6,13000.0,4.0,4
879.0,2.7,94262.0,4.0,12
879.0,2.5,27406.0,4.0,4
879.0,1.8,200000.0,4.0,2
879.0,2.206403584851113,85500.0,4.0,8
879.0,3.0,175614.0,4.0,12
879.0,2.0,0.0,4.0,0
629.0,1.6,85944.0,4.0,0
765.0,2.0,0.0,4.0,12
831.0,1.6,73000.0,4.0,4
879.0,2.2,180000.0,4.0,2
879.0,2.4,92000.0,4.0,8
879.0,2.0,160138.0,4.0,0
1058.0,3.5,197923.0,4.0,12
738.0,2.206403584851113,42000.0,4.0,12
879.0,2.0,254805.0,4.0,12
1077.0,2.0,48000.0,4.0,4
879.0,2.206403584851113,230000.0,4.0,4
1055.0,3.5,159250.0,4.0,12
765.0,2.0,121000.0,4.0,4
879.0,2.0,2000.0,4.0,12
1017.0,2.0,40800.0,4.0,4
707.0,2.0,117492.0,4.0,4
879.0,2.0,88795.0,4.0,0
879.0,2.5,56769.0,4.0,4
879.0,2.206403584851113,70000.0,4.0,8
779.0,2.5,136861.0,4.0,12
879.0,3.5,263000.0,4.0,0
879.0,1.6,95665.0,4.0,4
879.0,2.0,107387.0,4.0,12
879.0,1.5,0.0,4.0,4
779.0,2.5,65350.0,4.0,12
879.0,1.8,130000.0,4.0,0
879.0,2.0,183923.0,4.0,4
879.0,2.206403584851113,11111.0,4.0,2
879.0,2.5,97129.0,4.0,4
879.0,2.0,140000.0,4.0,4
879.0,2.0,24000.0,4.0,8
879.0,1.1,0.0,4.0,2
879.0,1.5,300000.0,4.0,2
738.0,1.4,29094.0,4.0,0
879.0,2.0,148709.0,4.0,12
879.0,3.5,186005.0,4.0,12
1055.0,3.5,156800.0,4.0,12
1017.0,2.0,251430.0,4.0,12
879.0,2.5,35000.0,4.0,10
880.0,1.6,35643.0,4.0,4
879.0,1.8,250000.0,4.0,4
879.0,3.2,255000.0,4.0,4
900.0,2.4,117158.0,4.0,12
781.0,2.5,281659.0,4.0,0
879.0,2.5,63645.0,4.0,12
798.0,2.1,197338.0,4.0,12
879.0,3.0,1123.0,4.0,12
879.0,2.206403584851113,35000.0,4.0,12
639.0,2.0,136634.0,4.0,12
879.0,1.8,77000.0,4.0,0
988.0,1.5,140000.0,4.0,12
879.0,2.4,45494.0,4.0,12
879.0,1.8,47672.0,4.0,12
879.0,2.0,109100.0,4.0,12
879.0,1.3,145000.0,4.0,8
879.0,1.8,270000.0,4.0,2
879.0,2.4,188800.0,4.0,8
1051.0,2.4,39000.0,4.0,12
879.0,2.5,52000.0,4.0,12
879.0,2.5,34000.0,4.0,7
790.0,1.6,140000.0,4.0,4
879.0,2.0,180003.0,4.0,4
879.0,3.0,59099.0,4.0,0
640.0,2.0,124000.0,4.0,4
879.0,1.5,34682.0,4.0,4
777.0,2.5,310061.0,4.0,12
879.0,3.5,162453.0,4.0,12
586.0,1.8,22400.0,4.0,8
879.0,3.5,229904.0,4.0,12
639.0,2.206403584851113,62000.0,4.0,12
1047.0,1.6,54279.0,4.0,4
645.0,1.8,135759.0,4.0,4
640.0,2.0,120534.0,4.0,4
879.0,3.0,189000.0,4.0,10
879.0,1.6,140000.0,4.0,4
879.0,3.0,108517.0,4.0,12
879.0,3.5,107030.0,4.0,12
879.0,2.0,325811.0,4.0,12
1077.0,2.0,24339.0,4.0,12
790.0,1.6,130000.0,4.0,4
919.0,3.0,121000.0,4.0,12
879.0,2.0,280480.0,4.0,9
574.0,1.3,150000.0,4.0,12
879.0,1.3,135000.0,4.0,4
862.0,2.5,237853.0,4.0,4
879.0,2.0,111000.0,4.0,6
765.0,2.0,42000.0,4.0,4
765.0,2.0,60618.0,4.0,4
879.0,2.4,230400.0,4.0,12
777.0,2.5,127918.0,4.0,12
1051.0,2.4,77000.0,4.0,10
891.0,2.0,280016.0,4.0,4
891.0,2.0,270874.0,4.0,4
879.0,1.8,118000.0,4.0,12
639.0,2.0,121000.0,4.0,4
697.0,1.8,85000.0,4.0,12
879.0,1.8,132563.0,4.0,0
879.0,3.5,138211.0,4.0,12
765.0,2.0,121000.0,4.0,4
930.0,1.7,38577.0,4.0,4
879.0,2.5,132800.0,4.0,12
862.0,2.5,52686.0,4.0,4
1058.0,3.5,232357.0,4.0,12
879.0,2.4,253206.0,4.0,2
879.0,1.5,76525.0,4.0,4
891.0,2.0,80000.0,4.0,4
707.0,2.0,186412.0,4.0,4
879.0,3.5,230696.0,4.0,12
879.0,2.206403584851113,285000.0,4.0,4
706.0,2.0,92000.0,4.0,2
836.0,2.0,120000.0,4.0,4
707.0,2.0,142000.0,4.0,4
862.0,2.5,42415.0,4.0,4
879.0,2.5,51000.0,4.0,12
966.0,2.0,19999.0,4.0,4
879.0,2.5,89000.0,4.0,0
879.0,1.5,114000.0,4.0,8
1053.0,3.5,95987.0,4.0,12
879.0,2.206403584851113,161000.0,4.0,8
879.0,1.3,241589.0,4.0,5
879.0,1.8,260000.0,4.0,6
879.0,2.206403584851113,195000.0,4.0,4
697.0,2.206403584851113,55000.0,4.0,10
879.0,2.0,314000.0,4.0,2
879.0,2.0,120000.0,4.0,10
879.0,1.3,157000.0,4.0,2
879.0,2.0,240000.0,4.0,12
879.0,2.5,76000.0,4.0,12
879.0,3.5,244731.0,4.0,12
879.0,2.5,121000.0,4.0,2
862.0,2.5,156800.0,4.0,12
879.0,1.3,188000.0,4.0,8
640.0,2.0,162558.0,4.0,4
879.0,1.5,130000.0,4.0,12
781.0,2.5,83000.0,4.0,10
879.0,3.2,150400.0,4.0,7
690.0,3.5,27038.0,4.0,12
645.0,1.8,284678.0,4.0,12
879.0,2.206403584851113,121000.0,4.0,10
831.0,2.4,224349.0,4.0,0
879.0,1.8,263392.0,4.0,12
879.0,2.206403584851113,280000.0,4.0,2
879.0,2.5,179381.0,4.0,12
1017.0,2.0,284251.0,4.0,12
1058.0,3.5,133000.0,4.0,12
781.0,2.206403584851113,25304.0,4.0,8
879.0,2.0,71486.0,4.0,4
645.0,1.8,95590.0,4.0,12
765.0,2.0,72369.0,4.0,4
879.0,2.0,155976.0,4.0,0
879.0,1.6,147718.0,4.0,4
879.0,2.5,1000.0,4.0,6
879.0,2.4,200000.0,4.0,12
879.0,2.206403584851113,4500.0,4.0,12
586.0,1.8,192683.0,4.0,0
761.0,1.8,152293.0,4.0,4
879.0,2.0,121000.0,4.0,6
879.0,2.4,121000.0,4.0,4
879.0,1.8,0.0,4.0,4
595.0,1.5,137350.0,4.0,4
879.0,2.0,202048.0,4.0,0
891.0,2.0,109555.0,4.0,0
879.0,1.8,40000.0,4.0,16
891.0,2.206403584851113,65000.0,4.0,12
831.0,1.6,32510.0,4.0,4
879.0,2.5,25541.0,4.0,4
707.0,2.0,153651.0,4.0,4
879.0,1.3,125000.0,4.0,4
642.0,2.0,160000.0,4.0,4
880.0,1.6,28515.0,4.0,12
879.0,1.6,94923.0,4.0,4
879.0,2.0,147677.0,4.0,12
879.0,1.8,160000.0,4.0,12
1077.0,2.0,1217.0,4.0,4
879.0,1.8,256000.0,4.0,1
879.0,1.5,137000.0,4.0,6
879.0,1.3,1000.0,4.0,6
879.0,1.8,141000.0,4.0,6
1017.0,2.0,58414.0,4.0,4
765.0,2.0,93555.0,4.0,4
585.0,1.8,64800.0,4.0,12
879.0,2.206403584851113,127000.0,4.0,8
765.0,2.0,69555.0,4.0,12
879.0,2.206403584851113,35000.0,4.0,12
993.0,2.206403584851113,27000.0,4.0,8
879.0,2.4,11111.0,4.0,0
879.0,2.0,32000.0,4.0,0
751.0,2.4,0.0,4.0,12
879.0,2.0,47294.0,4.0,12
879.0,1.3,149970.0,4.0,0
879.0,2.206403584851113,102400.0,4.0,8
879.0,3.5,39814.0,4.0,0
878.0,1.8,174000.0,4.0,8
1055.0,3.5,125605.0,4.0,12
879.0,1.3,150000.0,4.0,4
642.0,2.0,228570.0,4.0,4
642.0,2.0,128205.0,4.0,10
879.0,2.4,2000.0,4.0,12
879.0,3.0,138000.0,4.0,8
879.0,3.2,205500.0,4.0,8
879.0,1.8,1000.0,4.0,2
919.0,3.0,229966.0,4.0,0
879.0,2.5,137000.0,4.0,4
879.0,3.5,121000.0,4.0,12
879.0,1.6,18000.0,4.0,5
879.0,3.5,155000.0,4.0,4
730.0,1.6,59272.0,4.0,4
879.0,1.5,216000.0,4.0,12
919.0,3.0,86000.0,4.0,12
879.0,2.7,120.0,4.0,10
707.0,2.0,143166.0,4.0,4
879.0,2.0,273493.0,4.0,0
629.0,1.6,68243.0,4.0,4
879.0,2.0,180000.0,4.0,0
697.0,2.206403584851113,141000.0,4.0,2
879.0,3.5,119379.0,4.0,12
1017.0,2.0,26802.0,4.0,12
879.0,2.0,272000.0,4.0,4
879.0,1.6,31691.0,4.0,4
1018.0,3.0,120000.0,4.0,12
777.0,2.5,121000.0,4.0,0
879.0,2.4,0.0,4.0,2
879.0,2.0,290000.0,4.0,8
879.0,1.6,73600.0,4.0,6
641.0,2.0,79749.0,4.0,4
749.0,2.4,251514.0,4.0,12
879.0,2.206403584851113,20000.0,4.0,4
891.0,2.0,38206.0,4.0,4
862.0,2.5,183728.0,4.0,12
586.0,1.8,110990.0,4.0,8
879.0,1.2,777.0,4.0,4
836.0,2.0,171344.0,4.0,4
919.0,3.0,58450.0,4.0,12
585.0,1.8,65989.0,4.0,0
879.0,3.0,121000.0,4.0,0
777.0,2.5,125000.0,4.0,12
879.0,2.0,218126.0,4.0,0
879.0,2.0,167000.0,4.0,8
879.0,2.5,109798.0,4.0,12
879.0,1.8,121000.0,4.0,4
879.0,1.3,130000.0,4.0,4
879.0,2.0,151977.0,4.0,4
603.0,3.5,143619.0,4.0,12
765.0,2.0,121000.0,4.0,4
642.0,2.0,135490.0,4.0,4
879.0,2.0,199000.0,4.0,0
879.0,1.8,115347.0,4.0,0
879.0,2.5,320000.0,4.0,4
584.0,1.8,107155.0,4.0,12
584.0,1.8,140082.0,4.0,12
781.0,2.5,249422.0,4.0,12
879.0,2.0,200000.0,4.0,4
879.0,1.5,100000.0,4.0,8
879.0,3.0,213998.0,4.0,12
879.0,1.5,52500.0,4.0,4
1053.0,3.5,219030.0,4.0,12
879.0,2.0,168000.0,4.0,12
879.0,2.2,11111.0,4.0,6
877.0,1.7,97880.0,4.0,4
879.0,1.5,175000.0,4.0,10
879.0,2.4,263157.0,4.0,0
749.0,2.4,128000.0,4.0,8
585.0,1.8,105328.0,4.0,12
879.0,1.8,160000.0,4.0,10
879.0,1.5,210452.0,4.0,8
879.0,1.3,185000.0,4.0,2
879.0,1.8,30000.0,4.0,4
879.0,2.0,137328.0,4.0,0
1018.0,2.206403584851113,129600.0,4.0,12
1077.0,2.0,19968.0,4.0,12
639.0,2.0,250491.0,4.0,12
879.0,2.206403584851113,46000.0,4.0,8
707.0,2.0,163374.0,4.0,4
879.0,2.4,120000.0,4.0,6
879.0,1.0,233700.0,4.0,6
879.0,2.0,121856.0,4.0,6
642.0,2.0,137433.0,4.0,4
879.0,1.6,137000.0,4.0,4
879.0,1.8,94949.0,4.0,0
879.0,2.0,111111.0,4.0,12
879.0,2.206403584851113,200000.0,4.0,0
879.0,2.0,0.0,4.0,4
730.0,1.6,48910.0,4.0,4
879.0,2.6,0.0,4.0,8
779.0,2.5,121000.0,4.0,12
879.0,2.206403584851113,85000.0,4.0,1
879.0,2.0,183000.0,4.0,4
784.0,1.5,58282.0,4.0,12
879.0,2.0,284000.0,4.0,4
1024.0,2.5,110000.0,4.0,6
879.0,2.0,210000.0,4.0,8
879.0,1.6,171000.0,4.0,0
879.0,2.4,77000.0,4.0,8
879.0,2.206403584851113,170000.0,4.0,8
879.0,2.206403584851113,33500.0,4.0,12
879.0,1.3,127000.0,4.0,2
765.0,2.0,153958.0,4.0,4
879.0,2.5,346080.0,4.0,6
650.0,2.206403584851113,36000.0,4.0,6
879.0,1.8,200000.0,4.0,0
879.0,2.206403584851113,167000.0,4.0,10
900.0,2.4,78006.0,4.0,4
770.0,1.7,71867.0,4.0,4
988.0,1.5,113000.0,4.0,8
810.0,1.8,102500.0,4.0,10
779.0,2.5,101000.0,4.0,10
879.0,2.4,89000.0,4.0,10
922.0,1.9,44521.0,4.0,4
879.0,1.6,160000.0,4.0,4
586.0,1.8,136000.0,4.0,8
879.0,2.206403584851113,350000.0,4.0,0
879.0,1.5,121000.0,4.0,0
879.0,2.206403584851113,56000.0,4.0,10
879.0,1.7,171339.0,4.0,2
753.0,2.4,123862.0,4.0,0
879.0,2.5,99200.0,4.0,10
879.0,2.5,260000.0,4.0,8
879.0,2.0,112000.0,4.0,6
879.0,2.0,0.0,4.0,2
879.0,2.2,121000.0,4.0,6
879.0,3.0,157000.0,4.0,8
879.0,2.0,136000.0,4.0,6
879.0,2.0,129931.0,4.0,0
765.0,2.0,348486.0,4.0,4
879.0,2.206403584851113,201000.0,4.0,8
879.0,2.5,34454.0,4.0,12
707.0,2.0,200867.0,4.0,4
879.0,3.0,11111.0,4.0,6
879.0,1.8,140414.0,4.0,12
629.0,1.6,87534.0,4.0,4
879.0,2.206403584851113,91000.0,4.0,8
1058.0,3.5,224118.0,4.0,12
1024.0,2.5,124850.0,4.0,4
639.0,2.0,162032.0,4.0,0
761.0,1.8,265315.0,4.0,12
900.0,2.4,234618.0,4.0,12
730.0,1.6,125774.0,4.0,4
879.0,2.2,190000.0,4.0,5
645.0,1.8,161000.0,4.0,11
879.0,2.5,32000.0,4.0,10
879.0,1.8,80000.0,4.0,12
687.0,1.6,130814.0,4.0,4
891.0,2.0,109446.0,4.0,4
879.0,2.0,140000.0,4.0,8
877.0,1.7,143544.0,4.0,4
879.0,2.4,0.0,4.0,0
639.0,2.0,121000.0,4.0,4
879.0,2.5,157000.0,4.0,4
879.0,1.6,84800.0,4.0,8
879.0,1.8,187334.0,4.0,12
879.0,3.5,220000.0,4.0,12
879.0,3.3,119000.0,4.0,10
879.0,2.206403584851113,112000.0,4.0,4
879.0,2.5,51831.0,4.0,4
607.0,2.206403584851113,3000.0,4.0,8
879.0,1.8,200000.0,4.0,2
879.0,2.0,150909.0,4.0,0
879.0,2.0,318406.0,4.0,6
879.0,3.0,190000.0,4.0,6
879.0,3.5,174827.0,4.0,12
879.0,2.0,139363.0,4.0,0
891.0,2.0,121000.0,4.0,4
639.0,2.0,123640.0,4.0,12
1017.0,2.0,75186.0,4.0,0
966.0,2.0,39031.0,4.0,4
707.0,2.0,102000.0,4.0,4
879.0,2.4,20000.0,4.0,6
879.0,2.4,175000.0,4.0,2
638.0,2.0,67861.0,4.0,4
879.0,1.3,14590.0,4.0,0
585.0,1.8,89962.0,4.0,12
879.0,2.5,25000.0,4.0,12
779.0,2.5,190549.0,4.0,12
879.0,2.0,270000.0,4.0,4
879.0,1.3,150000.0,4.0,8
879.0,1.6,36239.0,4.0,4
879.0,1.6,134400.0,4.0,0
836.0,2.0,127500.0,4.0,4
642.0,2.0,2012.0,4.0,12
585.0,1.8,157859.0,4.0,12
900.0,2.4,245653.0,4.0,12
879.0,2.0,0.0,4.0,0
879.0,2.3,160000.0,4.0,6
790.0,1.6,50549.0,4.0,4
565.0,0.8,134863.0,4.0,4
879.0,2.0,72000.0,4.0,0
761.0,1.8,46527.0,4.0,4
879.0,3.5,166560.0,4.0,12
585.0,1.8,87000.0,4.0,4
642.0,2.0,125926.0,4.0,4
642.0,2.0,65006.0,4.0,4
707.0,2.0,134312.0,4.0,4
879.0,1.6,11111.0,4.0,6
779.0,2.5,232032.0,4.0,12
879.0,1.4,280000.0,4.0,0
639.0,2.206403584851113,74000.0,4.0,12
879.0,1.5,94500.0,4.0,4
988.0,2.206403584851113,240000.0,4.0,6
879.0,2.5,100000.0,4.0,6
833.0,2.0,61232.0,4.0,4
879.0,2.206403584851113,284000.0,4.0,9
640.0,2.0,200925.0,4.0,12
765.0,2.0,109336.0,4.0,12
879.0,1.0,31970.0,4.0,4
585.0,1.8,117000.0,4.0,8
879.0,1.5,111111.0,4.0,4
879.0,1.4,177000.0,4.0,4
879.0,2.0,13897.0,4.0,4
765.0,2.0,37786.0,4.0,0
640.0,2.0,152847.0,4.0,4
769.0,2.2,78305.0,4.0,4
753.0,2.4,221126.0,4.0,0
986.0,2.4,64000.0,4.0,10
879.0,1.3,155000.0,4.0,6
1077.0,2.0,29496.0,4.0,12
586.0,1.8,1000.0,4.0,12
879.0,1.3,157000.0,4.0,4
879.0,2.0,137000.0,4.0,8
879.0,2.5,50000.0,4.0,10
879.0,3.5,243477.0,4.0,12
879.0,2.0,146000.0,4.0,8
765.0,2.0,0.0,4.0,0
900.0,2.4,67840.0,4.0,8
891.0,2.0,71886.0,4.0,8
879.0,1.3,129000.0,4.0,4
879.0,3.5,101816.0,4.0,12
879.0,2.206403584851113,18800.0,4.0,2
1017.0,2.0,24000.0,4.0,8
879.0,1.2,97524.0,4.0,2
810.0,1.8,10200.0,4.0,10
879.0,2.206403584851113,131000.0,4.0,10
879.0,2.2,121000.0,4.0,0
879.0,2.0,62000.0,4.0,8
645.0,1.8,195200.0,4.0,12
879.0,2.0,68075.0,4.0,4
879.0,2.0,185600.0,4.0,4
879.0,3.5,170429.0,4.0,12
879.0,2.4,88000.0,4.0,10
879.0,2.206403584851113,198000.0,4.0,4
879.0,2.0,107664.0,4.0,12
779.0,2.5,87952.0,4.0,12
879.0,1.5,52062.0,4.0,0
879.0,2.0,160000.0,4.0,10
879.0,2.0,76800.0,4.0,0
879.0,1.5,117000.0,4.0,4
1058.0,3.5,318285.0,4.0,12
879.0,1.4,0.0,4.0,12
642.0,2.0,62649.0,4.0,4
879.0,1.8,77600.0,4.0,12
765.0,2.0,90000.0,4.0,9
639.0,2.0,121000.0,4.0,4
879.0,2.5,500.0,4.0,12
836.0,2.0,168126.0,4.0,4
